%ATOMIC_POSTION in Bohr units
He	61.72209447	45.80373231	38.93021465	
He	1.811364314	21.19283808	10.22407643	
He	10.32490406	61.36616237	60.98593581	
He	43.76128274	40.55702629	36.25560807	
He	39.62617499	51.44467588	52.43614243	
He	19.23849457	61.50502722	62.66674897	
He	11.55234169	28.3624593	6.491074045	
He	61.65997565	52.60038961	7.323239819	
He	0.3825351853	38.96861846	51.97315442	
He	21.4538676	11.21602199	50.77158222	
He	8.745294924	16.18730284	55.8538958	
He	14.15163028	18.21933919	51.4258521	
He	48.01215645	35.0119515	10.6142578	
He	39.29164022	31.84043991	24.12797051	
He	23.53953993	8.993606868	31.72080758	
He	26.56408341	20.67716898	32.15890535	
He	23.59133442	59.31149699	7.144502266	
He	33.06423125	67.42846006	59.87413276	
He	53.04337542	50.82404425	7.749709733	
He	53.43170346	1.978167632	29.29514918	
He	44.94859187	37.02562537	51.74212659	
He	17.80571172	44.42684653	58.89692376	
He	7.83530047	64.27737454	20.08082103	
He	61.186065	29.42459675	49.34080258	
He	17.49049866	54.49093459	36.28734341	
He	29.63988272	43.76236499	51.61547926	
He	6.746559411	29.04897208	50.91595856	
He	42.3257579	21.9288646	10.51991392	
He	20.91796251	16.08084779	30.90568226	
He	9.165917544	4.719742992	25.68611444	
He	62.82660972	39.64804977	35.26014518	
He	42.38807402	4.089980164	46.04481695	
He	3.839097791	37.88706657	67.3297799	
He	2.386898658	66.98415436	7.268111969	
He	60.25761183	24.62012986	35.64459575	
He	7.110703172	10.01785545	39.97635882	
He	13.90475085	35.02694175	38.75097188	
He	14.38178452	48.30139762	35.36658282	
He	48.03931638	23.17387814	5.673241731	
He	33.43360931	15.74198863	37.13124074	
He	9.227533503	45.84586668	14.74416992	
He	66.58269321	8.201948933	40.46192643	
He	9.688688521	22.20678253	21.83307969	
He	41.13986221	1.255511475	35.05164807	
He	63.69611076	54.44164258	14.886299	
He	17.67033351	45.58427232	12.4621913	
He	11.61351161	54.79443189	33.7874895	
He	48.62736424	3.801232588	62.18712714	
He	6.668465517	36.52824961	50.9595839	
He	42.4874711	28.21408832	2.507634605	
He	5.028154629	56.28528143	32.15069582	
He	12.57172986	30.28108363	19.8117603	
He	4.248276911	28.85729558	20.05110172	
He	7.352530482	23.91721141	45.02217351	
He	12.48920045	13.82446796	33.64901193	
He	7.013380181	67.54811843	31.13211172	
He	59.02357728	26.68667486	28.52451488	
He	10.34911754	24.8981659	68.01610159	
He	46.90186908	37.75021294	16.78566033	
He	49.25879222	42.21460479	33.6678549	
He	8.04702049	21.75087448	31.1166603	
He	60.29070832	20.32774552	3.893065162	
He	37.71441288	55.03738164	16.03924521	
He	61.9399382	67.43346426	50.39331621	
He	57.46606332	54.42702404	32.14018324	
He	64.31117083	17.39162179	40.74137503	
He	25.76636008	62.12947078	19.58695136	
He	66.09100074	25.98621559	54.08975709	
He	56.47028667	48.77744488	49.64201669	
He	19.52954623	35.86521465	43.52933353	
He	33.99109807	3.994073688	18.25379759	
He	50.50788306	61.22095193	53.87442294	
He	55.80379414	25.75004831	47.47927044	
He	62.55435575	34.02721277	10.84457513	
He	23.8611972	4.516270264	36.9955327	
He	42.45371721	47.53898461	26.54065631	
He	54.61864727	47.93606563	35.74403965	
He	24.17773021	26.61519013	34.15964619	
He	64.80645232	46.58135697	26.02849294	
He	40.72545547	60.93428496	13.85084373	
He	28.27954789	10.01469137	2.727322303	
He	57.56190429	23.10160209	15.34316676	
He	52.34038594	6.169377915	21.54762448	
He	24.69237201	61.12633148	39.21689747	
He	0.9248567789	50.43934148	12.82078116	
He	14.29907939	33.59094841	31.09316847	
He	42.49652678	12.67511504	19.30611234	
He	62.33509793	32.59520368	36.57051862	
He	65.65019913	58.0197817	31.41403517	
He	12.65803591	32.11537269	46.79982237	
He	58.36888571	24.49894062	62.10655338	
He	56.86775567	11.36858739	67.40933408	
He	31.6698347	31.15039989	9.015348852	
He	47.59076462	52.90943925	62.11304025	
He	27.61157245	55.2742669	20.01300051	
